INST_NAME,n_total,is_oa,publisher,repository,other_repo,full_oa_journal,other_oa_journal,opendoar_inst,opendoar_subject,opendoar_other
Deutsches Institut für Internationale Pädagogische Forschung,472,0.40254237288135597,0.10805084745762712,0.3877118644067797,0.15677966101694915,0.06779661016949153,0.04025423728813559,0.13771186440677965,0.2521186440677966,0.08050847457627118
Deutsches Institut für Wirtschaftsforschung e.V. (DIW Berlin),992,0.6512096774193548,0.09173387096774194,0.6421370967741935,0.4092741935483871,0.02721774193548387,0.06451612903225806,0.18044354838709678,0.5262096774193549,0.10080645161290322
Deutsches Museum,88,0.3295454545454546,0.1590909090909091,0.2159090909090909,0.09090909090909091,0.011363636363636364,0.14772727272727273,0.13636363636363635,0.045454545454545456,0.022727272727272728
Deutsches Primatenzentrum GmbH (DPZ),1002,0.6716566866267465,0.5788423153692615,0.6177644710578842,0.22554890219560877,0.281437125748503,0.29740518962075846,0.18962075848303392,0.5169660678642715,0.06786427145708583
Deutsches Rheuma-Forschungszentrum Berlin,931,0.5542427497314715,0.46509129967776586,0.4414607948442535,0.20193340494092374,0.1858216970998926,0.27926960257787325,0.19011815252416756,0.3447905477980666,0.04081632653061224
DIfE - Deutsches Institut für Ernährungsforschung,1537,0.6877033181522446,0.5764476252439817,0.597918022121015,0.2810670136629798,0.19323357189329862,0.38321405335068315,0.27391021470396876,0.4385165907612232,0.10474951203643461
Ferdinand-Braun-Institut für Höchstfrequenztechnik (FBH),552,0.14130434782608692,0.034420289855072464,0.12681159420289856,0.057971014492753624,0.014492753623188406,0.019927536231884056,0.06340579710144928,0.034420289855072464,0.019927536231884056
FIZ Chemie - Fachinformationszentrum Chemie GmbH,2,0,0,0,0,0,0,0,0,0
FIZ Karlsruhe - Leibniz-Institut für Informationsinfrastruktur,14,0.3571428571428571,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.2857142857142857,0,0.07142857142857142,0.21428571428571427,0
Forschungsgesellschaft für Angewandte Naturwissenschaften e. V. (FGAN),1,0,0,0,0,0,0,0,0,0
Forschungszentrum Borstel - Leibniz-Zentrum für Medizin und Biowissenschaften (FZB),1081,0.6188714153561516,0.5383903792784459,0.5411655874190564,0.26734505087881594,0.2534690101757632,0.2849213691026827,0.1933395004625347,0.4375578168362627,0.05272895467160037
Georg-Eckert-Institut für internationale Schulbuchforschung,38,0.10526315789473684,0.02631578947368421,0.10526315789473684,0.05263157894736842,0,0.02631578947368421,0.02631578947368421,0.02631578947368421,0
Germanisches Nationalmuseum (GNM),8,0.125,0.125,0,0,0,0.125,0,0,0
GESIS - Leibniz-Institut für Sozialwissenschaften,322,0.3571428571428571,0.15838509316770186,0.33540372670807456,0.11490683229813664,0.07763975155279502,0.08074534161490683,0.09006211180124224,0.2422360248447205,0.034161490683229816
Heinrich-Pette-Institut für Experimentelle Virologie und Immunologie an der Universität Hamburg,527,0.730550284629981,0.6622390891840607,0.6375711574952562,0.3092979127134725,0.2922201138519924,0.3700189753320683,0.18026565464895636,0.57874762808349145,0.06261859582542695
Herder-Institut für historische Ostmitteleuropaforschung,13,0,0,0,0,0,0,0,0,0
Hessische Stiftung Friedens- und Konfliktforschung,69,0.2028985507246377,0.10144927536231885,0.18840579710144928,0.11594202898550725,0.028985507246376812,0.07246376811594203,0.07246376811594203,0.10144927536231885,0.014492753623188406
ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,1447,0.65722183828610925,0.08500345542501728,0.6413268832066344,0.47615756738078785,0.01243953006219765,0.07256392536281962,0.3020041465100207,0.45196959225984795,0.09191430545957152
ILS - Institut für Landes- und Stadtentwicklungsforschung,27,0.11111111111111116,0.1111111111111111,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.07407407407407407,0
INM - Leibniz-Institut für Neue Materialien gGmbH,714,0.3025210084033614,0.21008403361344538,0.2549019607843137,0.12464985994397759,0.08543417366946779,0.12464985994397759,0.08403361344537816,0.12184873949579832,0.025210084033613446
Institut für Deutsche Sprache - IDS,101,0.3366336633663366,0.09900990099009901,0.31683168316831684,0.0891089108910891,0.0594059405940594,0.039603960396039604,0.297029702970297,0.0594059405940594,0.04950495049504951
Institut für Weltwirtschaft an der Universität Kiel (IfW),608,0.6019736842105263,0.11513157894736842,0.587171052631579,0.21546052631578946,0.07730263157894737,0.03782894736842105,0.14309210526315788,0.4868421052631579,0.046052631578947366
Institut für Wirtschaftsforschung Halle - IWH,184,0.4402173913043478,0.03260869565217391,0.43478260869565216,0.28804347826086957,0.016304347826086956,0.016304347826086956,0.07608695652173914,0.358695652173913,0.03260869565217391
Institut für Zeitgeschichte (IfZ),38,0.3157894736842105,0.2631578947368421,0.07894736842105263,0,0.02631578947368421,0.23684210526315788,0.07894736842105263,0,0
IUF - Leibniz-Institut für Umweltmedizinische Forschung  an der Heinrich-Heine-Universität Düsseldorf gGmbH,516,0.5348837209302326,0.38372093023255816,0.45155038759689925,0.21124031007751937,0.20155038759689922,0.1821705426356589,0.20736434108527133,0.3313953488372093,0.05232558139534884
Kiepenheuer-Institut für Sonnenphysik (KIS),349,0.833810888252149,0.670487106017192,0.7851002865329513,0.4154727793696275,0.014326647564469915,0.6561604584527221,0.1346704871060172,0.6876790830945558,0.03724928366762178
Leibniz-Gemeinschaft Geschäftsstelle Berlin,24,0.5416666666666667,0.5,0.4583333333333333,0.375,0.2916666666666667,0.20833333333333334,0.125,0.4166666666666667,0
Leibniz-Institut für Agrarentwicklung in Mittel- und Osteuropa,327,0.327217125382263,0.15902140672782875,0.3180428134556575,0.09480122324159021,0.10397553516819572,0.05504587155963303,0.10397553516819572,0.21712538226299694,0.05198776758409786
Leibniz-Institut für Agrartechnik Potsdam-Bornim e.V.,640,0.234375,0.184375,0.175,0.0890625,0.109375,0.075,0.075,0.075,0.03125
Leibniz-Institut für Altersforschung - Fritz-Lipmann-Institut e.V. (FLI),751,0.6924101198402131,0.6151797603195739,0.6098535286284953,0.29027962716378164,0.3249001331557923,0.29027962716378164,0.14380825565912117,0.5459387483355526,0.06258322237017311
Leibniz-Institut für Analytische Wissenschaften - ISAS - e.V.,660,0.3257575757575758,0.23030303030303031,0.2803030303030303,0.11969696969696969,0.10151515151515152,0.12878787878787878,0.09848484848484848,0.18181818181818182,0.02878787878787879
Leibniz-Institut für Angewandte Geophysik,430,0.27209302325581397,0.20232558139534884,0.19069767441860466,0.10465116279069768,0.09534883720930233,0.10697674418604651,0.10930232558139535,0.013953488372093023,0.020930232558139535
Leibniz-Institut für Arbeitsforschung an der TU Dortmund (IfADo),771,0.41245136186770426,0.3125810635538262,0.3761348897535668,0.20233463035019456,0.1880674448767834,0.1245136186770428,0.1309987029831388,0.2788586251621271,0.04539559014267185
Leibniz-Institut für Arterioskleroseforschung (LIFA),50,0.64,0.48,0.58,0.26,0.14,0.34,0.22,0.5,0.14
Leibniz-Institut für Astrophysik Potsdam,1833,0.9432624113475178,0.7108565193671577,0.9312602291325696,0.4157119476268412,0.010365521003818877,0.7004909983633388,0.4064375340971086,0.8936170212765957,0.15821058374249863
Leibniz-Institut für Atmosphärenphysik e.V. an der Universität Rostock (IAP),307,0.5179153094462541,0.38436482084690554,0.40716612377850164,0.254071661237785,0.28013029315960913,0.10423452768729642,0.23127035830618892,0.026058631921824105,0.04234527687296417
Leibniz-Institut für Bildungsverläufe e.V. (LIfBi),22,0.13636363636363635,0.09090909090909091,0.045454545454545456,0,0,0.09090909090909091,0,0.045454545454545456,0
Leibniz-Institut für die Pädagogik der Naturwissenschaften und Mathematik (IPN),226,0.2256637168141593,0.16371681415929204,0.12389380530973451,0.061946902654867256,0.035398230088495575,0.12831858407079647,0.030973451327433628,0.061946902654867256,0.01327433628318584
Leibniz-Institut für Europäische Geschichte Mainz (IEG),32,0.15625,0.125,0.09375,0.03125,0.09375,0.03125,0.03125,0,0.03125
Leibniz-Institut für Festkörper- und Werkstoffforschung Dresden,3899,0.4062580148756091,0.14593485509104898,0.38086688894588355,0.11233649653757374,0.08720184662734035,0.058733008463708644,0.11028468838163631,0.2885355219286997,0.04385739933316235
Leibniz-Institut für Gemüse- und Zierpflanzenbau Großbeeren/Erfurt e. V. (IGZ),407,0.39312039312039315,0.35135135135135137,0.3194103194103194,0.18181818181818182,0.20147420147420148,0.14987714987714987,0.12285012285012285,0.2678132678132678,0.02702702702702703
Leibniz-Institut für Gewässerökologie und Binnenfischerei,1845,0.4623306233062331,0.3089430894308943,0.4173441734417344,0.16747967479674797,0.16639566395663957,0.14254742547425475,0.2552845528455285,0.20596205962059622,0.06287262872628727
Leibniz-Institut für Globale und Regionale Studien (GIGA),303,0.45874587458745875,0.1353135313531353,0.43564356435643564,0.2145214521452145,0.0165016501650165,0.1188118811881188,0.17491749174917492,0.3465346534653465,0.033003300330033
Leibniz-Institut für innovative Mikroelektronik,634,0.27129337539432175,0.10094637223974763,0.24290220820189273,0.11514195583596215,0.0583596214511041,0.04258675078864353,0.0914826498422713,0.09305993690851735,0.017350157728706624
Leibniz-Institut für Katalyse e. V. an der Universität Rostock (LIKAT),1958,0.11542390194075591,0.07865168539325842,0.09244126659856997,0.0449438202247191,0.04647599591419816,0.032175689479060264,0.02553626149131767,0.035240040858018386,0.013789581205311542
Leibniz-Institut für Kristallzüchtung (IKZ),532,0.306390977443609,0.08458646616541353,0.2819548872180451,0.11090225563909774,0.046992481203007516,0.03759398496240601,0.11842105263157894,0.13909774436090225,0.009398496240601503
Leibniz-Institut für Länderkunde - IfL,33,0.12121212121212122,0.030303030303030304,0.12121212121212122,0.09090909090909091,0.030303030303030304,0,0.06060606060606061,0,0
"Leibniz-Institut für Molekulare Pharmakologie, Berlin (FMP)",904,0.5641592920353982,0.4225663716814159,0.5077433628318584,0.2179203539823009,0.1515486725663717,0.27101769911504425,0.18694690265486727,0.3926991150442478,0.0752212389380531
Leibniz-Institut für Naturstoff-Forschung und Infektionsbiologie e. V. Hans-Knöll-Institut (HKI),1182,0.61336717428088,0.5363790186125211,0.5423011844331641,0.2961082910321489,0.2986463620981388,0.2377326565143824,0.1658206429780034,0.43908629441624364,0.06429780033840947
Leibniz-Institut für Neurobiologie,872,0.5951834862385321,0.5114678899082569,0.5412844036697247,0.28325688073394495,0.28325688073394495,0.22821100917431192,0.15711009174311927,0.49311926605504586,0.05045871559633028
Leibniz-Institut für Nutztierbiologie,986,0.4766734279918864,0.42190669371196754,0.39046653144016225,0.22008113590263692,0.23427991886409735,0.1876267748478702,0.0922920892494929,0.295131845841785,0.034482758620689655
Leibniz-Institut für Oberflächenmodifizierung (IOM),528,0.23295454545454541,0.16287878787878787,0.17992424242424243,0.10606060606060606,0.11553030303030302,0.04734848484848485,0.06628787878787878,0.07007575757575757,0.03598484848484849
Leibniz-Institut für ökologische Raumentwicklung e. V.,139,0.2086330935251799,0.16546762589928057,0.18705035971223022,0.1510791366906475,0.1223021582733813,0.04316546762589928,0.06474820143884892,0.04316546762589928,0.007194244604316547
Leibniz-Institut für Ostseeforschung Warnemünde (IOW),949,0.4541622760800843,0.3361433087460485,0.3804004214963119,0.18756585879873552,0.17702845100105374,0.15911485774499473,0.22444678609062171,0.12539515279241306,0.04741833508956796
Leibniz-Institut für Pflanzenbiochemie,689,0.4891146589259797,0.42525399129172714,0.4281567489114659,0.216255442670537,0.2104499274310595,0.21480406386066764,0.11901306240928883,0.3584905660377358,0.05079825834542816
Leibniz-Institut für Pflanzengenetik und Kulturpflanzenforschung (IPK),1291,0.5453137103020914,0.4903175832687839,0.4941905499612703,0.2509682416731216,0.2532920216886135,0.2370255615801704,0.15646785437645236,0.412858249419055,0.040278853601859024
Leibniz-Institut für Plasmaforschung und Technologie e.V.,660,0.22878787878787876,0.15303030303030302,0.1712121212121212,0.09242424242424242,0.08181818181818182,0.07121212121212121,0.03787878787878788,0.08333333333333333,0.03333333333333333
Leibniz-Institut für Polymerforschung Dresden e. V. (IPF),2201,0.18673330304407088,0.10540663334847797,0.16038164470695138,0.06133575647432985,0.06406179009541117,0.04134484325306679,0.07496592457973648,0.07632894139027714,0.019082235347569285
Leibniz-Institut für Regionalentwicklung und Strukturplanung (IRS),52,0.09615384615384615,0.057692307692307696,0.07692307692307693,0.038461538461538464,0.019230769230769232,0.038461538461538464,0,0.038461538461538464,0.019230769230769232
Leibniz-Institut für Troposphärenforschung,850,0.6870588235294117,0.5835294117647059,0.6035294117647059,0.42823529411764705,0.5070588235294118,0.07647058823529412,0.3729411764705882,0.05764705882352941,0.10470588235294118
Leibniz-Institut für Wissensmedien,545,0.3486238532110092,0.26972477064220185,0.30458715596330277,0.1559633027522936,0.2018348623853211,0.06788990825688074,0.11009174311926606,0.22752293577981653,0.01651376146788991
Leibniz-Institut für Zoo- und Wildtierforschung,865,0.5260115606936416,0.4208092485549133,0.4705202312138728,0.21965317919075145,0.2658959537572254,0.15491329479768787,0.24508670520231213,0.3329479768786127,0.03930635838150289
Leibniz-Zentrum für Agrarlandschafts- und Landnutzungsforschung (ZALF) e.V.,1181,0.3683319220999153,0.28111769686706184,0.3107535986452159,0.12193056731583404,0.15664690939881457,0.12447078746824725,0.15834038950042337,0.15664690939881457,0.03217612193056731
Leibniz-Zentrum für Marine Tropenökologie (ZMT) GmbH,751,0.45006657789613846,0.3608521970705726,0.4207723035952064,0.23834886817576564,0.23568575233022637,0.12516644474034622,0.19840213049267644,0.25432756324900135,0.05725699067909454
Leibniz-Zentrum für Psychologische Information und Dokumentation (ZPID),39,0.20512820512820518,0.10256410256410256,0.20512820512820512,0.1794871794871795,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.10256410256410256,0
Mathematisches Forschungsinstitut Oberwolfach gGmbH,8,0.375,0.25,0.25,0.125,0,0.25,0,0.125,0
Max-Born-Institut für Nichtlineare Optik und Kurzzeitspektroskopie (MBI),1309,0.4232238349885409,0.15355233002291827,0.3949579831932773,0.17647058823529413,0.08326967150496563,0.07028265851795264,0.18105423987776928,0.1787624140565317,0.0718105423987777
Museum für Naturkunde Leibniz-Institut für Evolutions- und Biodiversitätsforschung (MfN),1403,0.41339985744832497,0.3421240199572345,0.35138987883107625,0.17177476835352815,0.22166785459729152,0.12045616535994298,0.14112615823235922,0.2323592302209551,0.07626514611546685
Paul-Drude-Institut für Festkörperelektronik (PDI),737,0.49389416553595655,0.1112618724559023,0.47218453188602444,0.27951153324287653,0.07462686567164178,0.036635006784260515,0.11940298507462686,0.19402985074626866,0.032564450474898234
Potsdam-Institut für Klimafolgenforschung (PIK),2137,0.5970987365465605,0.34534394010294805,0.5423490875058493,0.29480580252690686,0.24988301357042583,0.09546092653252222,0.2779597566682265,0.18015910154422088,0.09031352363125877
"Restkategorie WGL, ohne eindeutige Instituts-Adresse",71,0.45070422535211263,0.23943661971830985,0.4225352112676056,0.15492957746478872,0.16901408450704225,0.07042253521126761,0.14084507042253522,0.352112676056338,0.056338028169014086
Rheinisch-Westfälisches Institut für Wirtschaftsforschung e.V.,207,0.5072463768115942,0.033816425120772944,0.4927536231884058,0.2318840579710145,0.01932367149758454,0.014492753623188406,0.07729468599033816,0.4396135265700483,0.06280193236714976
Römisch-Germanisches Zentralmuseum (RGZM),66,0.21212121212121215,0.13636363636363635,0.21212121212121213,0.10606060606060606,0.12121212121212122,0.015151515151515152,0.07575757575757576,0.09090909090909091,0.09090909090909091
Schloss Dagstuhl - Leibniz-Zentrum für Informatik GmbH (LZI),1,1,0,1,0,0,0,0,1,1
Senckenberg am Meer Wilhelmshaven,518,0.37451737451737455,0.2799227799227799,0.3127413127413127,0.16795366795366795,0.20270270270270271,0.07722007722007722,0.1718146718146718,0.13320463320463322,0.08108108108108109
Senckenberg Deutsches Entomologisches Institut Müncheberg,79,0.3417721518987342,0.26582278481012656,0.3291139240506329,0.26582278481012656,0.21518987341772153,0.05063291139240506,0.0379746835443038,0.16455696202531644,0.13924050632911392
Senckenberg Forschungsinstitut und Naturmuseum Frankfurt,1772,0.33803611738148986,0.24266365688487584,0.29063205417607224,0.1371331828442438,0.15011286681715574,0.09255079006772009,0.18002257336343114,0.16196388261851016,0.051354401805869074
Senckenberg Museum für Naturkunde Görlitz,242,0.35123966942148765,0.2603305785123967,0.2768595041322314,0.1652892561983471,0.15289256198347106,0.10743801652892562,0.1322314049586777,0.17768595041322313,0.07024793388429752
Senckenberg Naturhistorische Sammlungen Dresden,498,0.2349397590361446,0.15863453815261044,0.19076305220883535,0.10240963855421686,0.11847389558232932,0.040160642570281124,0.10843373493975904,0.0963855421686747,0.04417670682730924
Technische Informationsbibliothek (TIB),16,0.5625,0.3125,0.5,0.125,0.1875,0.125,0.375,0.25,0.0625
Weierstraß-Institut für Angewandte Analysis und Stochastik Leibniz-Institut im Forschungsverbund Berlin e. V. (WIAS),1114,0.5978456014362656,0.18402154398563733,0.5493716337522442,0.24326750448833034,0.05116696588868941,0.13285457809694792,0.1319569120287253,0.322262118491921,0.0763016157989228
Wissenschaftszentrum Berlin für Sozialforschung (WZB),552,0.4438405797101449,0.09239130434782608,0.4257246376811594,0.10507246376811594,0.030797101449275364,0.06159420289855073,0.161231884057971,0.3170289855072464,0.06702898550724638
ZBW - Deutsche Zentralbibliothek für Wirtschaftswissenschaften Leibniz-Informationszentrum Wirtschaft,13,0.5384615384615384,0.23076923076923078,0.5384615384615384,0.5384615384615384,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.38461538461538464,0
Zentrum für Europäische Wirtschaftsforschung GmbH (ZEW),568,0.6126760563380282,0.040492957746478875,0.6056338028169014,0.18485915492957747,0.00528169014084507,0.035211267605633804,0.4788732394366197,0.49471830985915494,0.1056338028169014
Zentrum für Zeithistorische Forschung Potsdam,51,0.0980392156862745,0.0784313725490196,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.058823529411764705,0.0196078431372549,0,0
Zoologisches Forschungsmuseum Alexander Koenig (ZFMK),876,0.40068493150684936,0.3595890410958904,0.3493150684931507,0.2054794520547945,0.2534246575342466,0.10616438356164383,0.12557077625570776,0.2636986301369863,0.09246575342465753
