INST_NAME,n_total,is_oa,full_oa_journal,other_oa_journal,opendoar_inst,opendoar_subject,opendoar_other,other_repo
Landesamt für Denkmalpflege Sachsen,6,0.16666666666666663,0.16666666666666666,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",26,0.15384615384615385,0.038461538461538464,0.11538461538461539,0.07692307692307693,0.038461538461538464,0,0.07692307692307693
Landesamt für Soziales und Versorgung des Landes Brandenburg,3,0,0,0,0,0,0,0
"Landesanstalt für Landwirtschaft und Gartenbau (LLG), Sachsen-Anhalt",138,0.34782608695652173,0.11594202898550725,0.08695652173913043,0.07971014492753623,0.06521739130434782,0.07246376811594203,0.18840579710144928
Landesforschungsanstalt für Landwirtschaft und Fischerei MV,17,0.05882352941176472,0,0.058823529411764705,0,0,0,0
Landesgesundheitsamt Baden-Württemberg,24,0.16666666666666663,0.125,0.041666666666666664,0.08333333333333333,0.125,0,0.041666666666666664
Landesinstitut für Gesundheit und Arbeit des Landes Nordrhein-Westfalen (LIGA.NRW),1,0,0,0,0,0,0,0
Landeskriminalamt Nordrhein-Westfalen,3,0,0,0,0,0,0,0
Landeslabor Berlin-Brandenburg,2,0.5,0,0.5,0,0,0.5,0
Landesuntersuchungsanstalt für das Gesundheits- und Veterinärwesen (LUA) Sachsen,23,0.26086956521739135,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.08695652173913043
"Max Rubner-Institut, Bundesforschungsinstitut für Ernährung und Lebensmittel",822,0.26399026763990263,0.09732360097323602,0.12652068126520682,0.07664233576642336,0.13260340632603407,0.01338199513381995,0.1192214111922141
Niedersächsisches Landesamt für Verbraucherschutz und Lebensmittelsicherheit,27,0.33333333333333337,0.037037037037037035,0.07407407407407407,0.1111111111111111,0.037037037037037035,0.2222222222222222,0.07407407407407407
Niedersächsisches Landesgesundheitsamt (NLGA),18,0.11111111111111116,0,0.05555555555555555,0.05555555555555555,0,0,0.05555555555555555
Nordwestdeutsche Forstliche Versuchsanstalt,92,0.3586956521739131,0.13043478260869565,0.15217391304347827,0.13043478260869565,0.021739130434782608,0.08695652173913043,0.07608695652173914
Paul-Ehrlich-Institut - Bundesamt für Sera und Impfstoffe,823,0.5188335358444714,0.1968408262454435,0.2187120291616039,0.17132442284325639,0.36816524908869985,0.027946537059538274,0.16281895504252733
Physikalisch-Technische Bundesanstalt,2798,0.4260185847033595,0.07433881343817011,0.11293781272337383,0.15153681200857755,0.21801286633309508,0.05218012866333095,0.136168691922802
RLP AgroScience GmbH,62,0.4032258064516129,0.08064516129032258,0.2903225806451613,0.04838709677419355,0.1935483870967742,0.04838709677419355,0.12903225806451613
Robert Koch-Institut,2817,0.6510472133475329,0.2957046503372382,0.1853035143769968,0.4579339723109691,0.41782037628682994,0.04934327298544551,0.2179623713170039
"Sächsisches Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG)",33,0.09090909090909094,0.06060606060606061,0,0,0,0,0.06060606060606061
"Sanitätsakademie der Bundeswehr, Ernst-von-Bergmann Kaserne",580,0.3655172413793103,0.1793103448275862,0.12586206896551724,0.10689655172413794,0.2810344827586207,0.03103448275862069,0.18275862068965518
Staatliche Naturwissenschaftlichen Sammlungen Bayerns (SNSB),721,0.3661581137309292,0.2260748959778086,0.08044382801664356,0.13314840499306518,0.20804438280166435,0.12205270457697642,0.18723994452149792
Staatliches Weinbauinstitut Freiburg,9,0.2222222222222222,0,0,0.2222222222222222,0,0,0
Thüringer Landesanstalt für Landwirtschaft,56,0.1964285714285714,0.07142857142857142,0.125,0.017857142857142856,0.07142857142857142,0,0.03571428571428571
Umweltbundesamt,452,0.35398230088495575,0.11504424778761062,0.12168141592920353,0.16371681415929204,0.13274336283185842,0.033185840707964605,0.1172566371681416
"Wehrwissenschaftliches Institut für Werk-, Explosiv- und Betriebsstoffe",11,0.2727272727272727,0,0.18181818181818182,0.09090909090909091,0.18181818181818182,0,0
Zentrum für Militärgeschichte und Sozialwissenschaften der Bundeswehr,6,0.33333333333333337,0,0.3333333333333333,0,0,0,0
