INST_NAME,n_total,is_oa,publisher,repository,full_oa_journal,other_oa_journal,opendoar_inst,opendoar_subject,opendoar_other,other_repo
Justus-Liebig-Universität Gießen,15843,0.4583096635738181,0.3539102442719182,0.3940541564097709,0.18317237896862967,0.17073786530328852,0.16360537776936188,0.2953354793915294,0.08508489553746133,0.20747333207094615
Karlsruher Institut für Technologie,24878,0.40248412251788734,0.22775142696358228,0.3741056355012461,0.1306777072111906,0.09707371975239167,0.2296808425114559,0.21910925315539834,0.0801511375512501,0.16034247125974757
Katholische Universität Eichstätt - Ingolstadt,537,0.2886405959031657,0.186219739292365,0.23649906890130354,0.09869646182495345,0.08752327746741155,0.11173184357541899,0.09683426443202979,0.0148975791433892,0.11731843575418995
Leuphana Universität Lüneburg,1733,0.36641661858049623,0.1944604731679169,0.3427582227351414,0.12290825158684363,0.07155222158107329,0.26255049047893825,0.1517599538372764,0.04500865551067513,0.12752452394691285
Ludwig-Maximilians-Universität München,45821,0.5225769843521529,0.34560572663189365,0.4692171711660592,0.15719866436786625,0.1884070622640274,0.2704436830274328,0.34093537897470594,0.07799917068593003,0.20652102747648457
Martin-Luther-Universität Halle-Wittenberg,11024,0.3749092888243831,0.26369738751814226,0.3164912917271408,0.12944484760522496,0.13425253991291727,0.10631349782293179,0.21262699564586357,0.03329100145137881,0.137155297532656
Medizinische Hochschule Brandenburg Theodor Fontane,138,0.3188405797101449,0.2826086956521739,0.2246376811594203,0.16666666666666666,0.11594202898550725,0.07246376811594203,0.2028985507246377,0.007246376811594203,0.08695652173913043
Medizinische Hochschule Hannover (MHH),15456,0.46726190476190477,0.37745859213250516,0.39525103519668736,0.1799301242236025,0.1975284679089027,0.14356884057971014,0.3107531055900621,0.03254399585921325,0.17171325051759834
Otto-Friedrich-Universität Bamberg,1254,0.30622009569377995,0.14912280701754385,0.266347687400319,0.08293460925039872,0.06618819776714513,0.09649122807017543,0.13556618819776714,0.04226475279106858,0.13157894736842105
Otto-von-Guericke-Universität Magdeburg,8893,0.3828854154953334,0.2658270549870685,0.32980996289216236,0.13201394355110763,0.13381311143596086,0.10536376925671877,0.23445406499493984,0.04981446081187451,0.14157202293939053
Philipps-Universität Marburg,13601,0.37776634071024184,0.27475920888169986,0.3260054407764135,0.13418131019777957,0.1405778986839203,0.10286008381736637,0.2447614146018675,0.030512462318947137,0.1399897066392177
Private Universität Witten/Herdecke gGmbH,3704,0.3647408207343412,0.2942764578833693,0.3150647948164147,0.20032397408207345,0.0939524838012959,0.09152267818574514,0.2451403887688985,0.015388768898488121,0.12473002159827214
Psychologische Hochschule Berlin,93,0.25806451612903225,0.1827956989247312,0.24731182795698925,0.12903225806451613,0.053763440860215055,0.11827956989247312,0.1827956989247312,0.03225806451612903,0.10752688172043011
"Restkategorie Universitäten, Kunst- und MusikhochschulenHochschulen",721,0.3384188626907073,0.18446601941747573,0.31345353675450766,0.09015256588072122,0.09431345353675451,0.12205270457697642,0.18446601941747573,0.052704576976421634,0.1650485436893204
Rheinisch-Westfälische Technische Hochschule Aachen,27458,0.39788039915507323,0.26586058707844706,0.3523563260252021,0.1382475052807925,0.1276130817976546,0.19640906111151576,0.2561730643164105,0.07247432442275475,0.15609294194770196
Rheinische Friedrich-Wilhelms-Universität Bonn,27440,0.5217930029154518,0.36322886297376095,0.4649052478134111,0.1489795918367347,0.21424927113702624,0.1879737609329446,0.3723396501457726,0.08582361516034985,0.20036443148688046
Ruhr-Universität Bochum,19964,0.39981967541574837,0.2649268683630535,0.3499799639350831,0.11089961931476658,0.1540272490482869,0.14095371669004209,0.2583149669404929,0.050941695051091966,0.14516129032258066
Ruprecht-Karls-Universität Heidelberg,44949,0.5208124763620993,0.39286747202384925,0.4645932056330508,0.18056019043805202,0.21230728158579723,0.17866915837949676,0.37800618478720327,0.09348372600057843,0.1940866315157178
Steinbeis-Hochschule Berlin,57,0.24561403508771928,0.15789473684210525,0.21052631578947367,0.08771929824561403,0.07017543859649122,0.14035087719298245,0.17543859649122806,0.017543859649122806,0.07017543859649122
Stiftung Tierärztliche Hochschule Hannover,4080,0.37549019607843137,0.3159313725490196,0.32107843137254904,0.1946078431372549,0.1213235294117647,0.12205882352941176,0.2465686274509804,0.023774509803921567,0.14411764705882352
Technische Universität Bergakademie Freiberg,3791,0.19651806911105252,0.12687945133210235,0.15035610656818782,0.07069374835135848,0.056185702980743865,0.058823529411764705,0.053811659192825115,0.015826958586125033,0.07254022685307307
Technische Universität Berlin,13210,0.4058289174867524,0.18750946252838757,0.36813020439061317,0.08705526116578349,0.10045420136260409,0.17161241483724451,0.2008327024981075,0.05730507191521574,0.14700984102952308
Technische Universität Carolo-Wilhelmina zu Braunschweig,7681,0.33693529488347873,0.22158573102460616,0.2947532873323786,0.10102851191251139,0.12055721911209479,0.1275875537039448,0.17237338888165604,0.03059497461268064,0.13396693138914204
Technische Universität Chemnitz,3847,0.3069924616584352,0.1546659734858331,0.26436184039511307,0.08292175721341305,0.07174421627242007,0.08864049909020015,0.14790746035872107,0.03015336625942293,0.1221731219131791
Technische Universität Clausthal,1962,0.1834862385321101,0.10856269113149847,0.14678899082568808,0.053516819571865444,0.05504587155963303,0.05045871559633028,0.047400611620795105,0.014780835881753314,0.08053007135575943
Technische Universität Darmstadt,11255,0.36392714349178146,0.18480675255442025,0.3275877387827632,0.09320302087960906,0.0916037316748112,0.12527765437583296,0.20986228342958685,0.041314971123944916,0.10573078631719236
Technische Universität Dortmund,8208,0.45808966861598444,0.30494639376218324,0.4284844054580897,0.1627680311890838,0.1421783625730994,0.273635477582846,0.35769980506822613,0.1739766081871345,0.20833333333333334
Technische Universität Dresden,26428,0.41459815347358864,0.2696382624489178,0.365218707431512,0.142954442258211,0.12668382019070681,0.1633494778265476,0.26210836991070074,0.06803390343574996,0.14908430452550325
Technische Universität Hamburg-Harburg,2601,0.279123414071511,0.14917339484813533,0.2518262206843522,0.06420607458669743,0.08496732026143791,0.1645520953479431,0.11764705882352941,0.01845444059976932,0.0726643598615917
Technische Universität Ilmenau,2524,0.2939778129952456,0.13985736925515055,0.2603011093502377,0.0788431061806656,0.061014263074484945,0.06933438985736926,0.10657686212361331,0.12995245641838352,0.09587955625990491
Technische Universität Kaiserslautern,4749,0.39503053274373556,0.1983575489576753,0.34659928405980206,0.08717624763108023,0.11118130132659507,0.09412507896399241,0.2451042324699937,0.04085070541166561,0.12971151821436092
Technische Universität München,39459,0.4736815428672799,0.30325147621581894,0.42479535720621403,0.1391064142527687,0.16414506196305026,0.16399300539800807,0.3150612027674295,0.05942877417065815,0.16234572594338428
Universität Augsburg,3109,0.5564490189771631,0.16403988420714055,0.5371502090704406,0.07558700546799614,0.08845287873914442,0.2624638147314249,0.3592795110968157,0.043100675458346734,0.16082341588935348
Universität Bayreuth,7312,0.3360229759299781,0.18544857768052517,0.2959518599562363,0.09080962800875274,0.09463894967177243,0.13539387308533918,0.1586433260393873,0.03911378555798687,0.125136761487965
Universität Bielefeld,7813,0.498016126967874,0.2932292333290669,0.46320235504927687,0.1581978753359785,0.13503135799308844,0.2191219761935236,0.35466530142070907,0.05004479713298349,0.165493408421861
Universität Bremen,10027,0.3986237159668894,0.24773112595990826,0.35603869552209033,0.15488181908846116,0.09284930687144709,0.17821880921511918,0.15917024035105215,0.05185997805924005,0.15817293308068217
Universität der Bundeswehr München,1285,0.2529182879377432,0.12918287937743192,0.19688715953307392,0.05058365758754864,0.07859922178988327,0.08715953307392996,0.09182879377431907,0.026459143968871595,0.07315175097276265
Universität des Saarlandes,12003,0.395651087228193,0.26551695409480963,0.335166208447888,0.12205282012830126,0.14346413396650837,0.11497125718570357,0.23227526451720404,0.03540781471298842,0.1335499458468716
Universität Duisburg-Essen,17884,0.4247931111608141,0.29160143144710354,0.36166405725788414,0.13772086781480652,0.15388056363229702,0.11116081413554015,0.26951464996645047,0.032766718854842315,0.14392753299038247
Universität Erfurt,409,0.22249388753056232,0.09535452322738386,0.19315403422982885,0.04645476772616137,0.0488997555012225,0.09535452322738386,0.08312958435207823,0.02444987775061125,0.08312958435207823
Universität Hamburg,31223,0.49578836114402847,0.3479486276142587,0.4418217339781571,0.17541555904301318,0.17253306857124556,0.17957915639112193,0.333856451974506,0.09752426096147071,0.22669186176856804
Universität Hildesheim,415,0.24578313253012052,0.1710843373493976,0.19759036144578312,0.10120481927710843,0.06987951807228916,0.060240963855421686,0.13012048192771083,0.004819277108433735,0.1108433734939759
Universität Hohenheim,5503,0.31764492095220787,0.2385971288388152,0.2642195166272942,0.12629474831909868,0.11230238051971651,0.09685626022169726,0.16027621297474104,0.0288933309104125,0.1244775576958023
Universität Kassel,3705,0.3049932523616734,0.1738191632928475,0.2564102564102564,0.09284750337381917,0.08097165991902834,0.09473684210526316,0.13360323886639677,0.033738191632928474,0.11686909581646424
Universität Koblenz-Landau,1641,0.27178549664838514,0.1785496648385131,0.24070688604509446,0.1170018281535649,0.061547836684948204,0.10847044485070079,0.12492382693479585,0.03534430225472273,0.11761121267519806
Universität Konstanz,6890,0.6805515239477504,0.2928882438316401,0.6599419448476053,0.15500725689404934,0.1378809869375907,0.5685050798258345,0.3029027576197387,0.04179970972423803,0.2532656023222061
Universität Leipzig,19001,0.40197884321877797,0.2887216462291458,0.3399821062049366,0.14783432450923636,0.14088732171990948,0.12604599757907478,0.24198726382821956,0.048681648334298194,0.1402031472027788
Universität Mannheim,2945,0.3843803056027165,0.12529711375212224,0.3477079796264856,0.0434634974533107,0.08183361629881154,0.19388794567062817,0.16876061120543293,0.05161290322580645,0.14770797962648557
Universität Osnabrück,3188,0.42910915934755334,0.27854454203262236,0.383939774153074,0.13927227101631118,0.13927227101631118,0.11480552070263488,0.27132998745294856,0.040464240903387703,0.18789209535759097
Universität Paderborn,3441,0.3359488520778844,0.12903225806451613,0.2981691368788143,0.06160999709386806,0.06742226097064807,0.07236268526591107,0.17785527462946818,0.02789886660854403,0.12496367335077012
Universität Passau,671,0.35171385991058124,0.14307004470938897,0.2906110283159464,0.05216095380029806,0.09090909090909091,0.11028315946348734,0.15499254843517138,0.05216095380029806,0.08792846497764531
Universität Potsdam,9146,0.48666083533785265,0.30144325388147825,0.4425978569866608,0.14727749835993878,0.15416575552153947,0.19462059916903565,0.26394052044609667,0.061556964793352285,0.2276404985786136
Universität Regensburg,13570,0.4768607221812823,0.28843036109064113,0.4302873986735446,0.14222549742078114,0.14620486366986,0.2281503316138541,0.31385408990420044,0.040899042004421515,0.17479734708916728
Universität Rostock,11280,0.373758865248227,0.2771276595744681,0.3230496453900709,0.15656028368794325,0.12056737588652482,0.13085106382978723,0.24095744680851064,0.06267730496453901,0.13625886524822695
Universität Siegen,3867,0.49366433928109643,0.3452288595810706,0.4595293509180243,0.208688906128782,0.1365399534522886,0.2929919834497026,0.3930695629687096,0.23377295060770623,0.2764416860615464
Universität Stuttgart,10923,0.3438615764899753,0.15783209740913667,0.3029387530898105,0.07259910281058317,0.0852329945985535,0.10857822942415088,0.19921267051176417,0.033781928041746775,0.11132472763892703
Universität Trier,2102,0.3292102759276879,0.1841103710751665,0.27450047573739295,0.09467174119885823,0.08943862987630828,0.12511893434823979,0.1493815413891532,0.03139866793529972,0.12274024738344434
Universität Ulm,15832,0.4554067710965134,0.3175846387064174,0.39868620515411823,0.1568342597271349,0.16075037897928246,0.13024254674077818,0.3016043456291056,0.03928751894896412,0.1691510864072764
Universität Vechta,249,0.14859437751004012,0.10040160642570281,0.12449799196787148,0.05622489959839357,0.04417670682730924,0.07630522088353414,0.04819277108433735,0.008032128514056224,0.05220883534136546
Universität zu Köln,22235,0.4795592534292782,0.3260625140544187,0.4169552507308298,0.13150438497863728,0.19455812907578143,0.15704969642455588,0.30204632336406567,0.04857207105914099,0.17503935237238588
Universität zu Lübeck,7238,0.4492953854655982,0.353136225476651,0.36888643271621996,0.16786405084277425,0.18527217463387677,0.12462006079027356,0.29386570875932577,0.043796628903011885,0.1518375241779497
Westfälische Wilhelms-Universität Münster,23252,0.4172974367796318,0.2998451746086358,0.3554532943402718,0.13818166179253397,0.16166351281610183,0.13512816101840702,0.26053672802339584,0.04489936349561328,0.14665405126440736
WHU - Otto Beisheim School of Management,540,0.21666666666666667,0.02962962962962963,0.2,0.005555555555555556,0.024074074074074074,0.11851851851851852,0.06111111111111111,0.03333333333333333,0.07222222222222222
"Zeppelin Universität - Hochschule zwischen Wirtschaft, Kultur und Politik",224,0.2544642857142857,0.08482142857142858,0.24107142857142858,0.05803571428571429,0.026785714285714284,0.12946428571428573,0.10714285714285714,0.044642857142857144,0.08928571428571429
